text,protext,class
Sei nem por onde começar. https://t.co/miL65xRcA5,Sei nem por onde começar. https://t.co/miL65xRcA5,1
"RT @_dkcosta: eu sei o q é ser mulher...
qd decidi por mim mesma ter filha(sim ela foi planejada)
ouvir q só mulher burra e desestruturada _",RT USERNAME: eu sei o q é ser mulher... qd decidi por mim mesma ter filha(sim ela foi planejada) ouvir q só mulher burra e desestruturada _,1
@AdemirAlvim eu tenho conhecimento dessa doutrinação nas escolas... Uma triste realidade no Brasil e no mundo!,USERNAME eu tenho conhecimento dessa doutrinação nas escolas... Uma triste realidade no Brasil e no mundo!,1
"To me sentindo uma burra perto dessa mulher
#MasterChefBR",To me sentindo uma burra perto dessa mulher #MasterChefBR,0
"- mas pq vc quer o impeachment?
- FORA PT 
- mas se a dilma sair entra o temer com o cunha vice
- FODA-SE FORA PT",- mas pq vc quer o impeachment? - FORA PT  - mas se a dilma sair entra o temer com o cunha vice - FODA-SE FORA PT,1
Nao sei qual é a parte de que neste momento nao quero ir para angola que eles nao entendem,Nao sei qual é a parte de que neste momento nao quero ir para angola que eles nao entendem,0
@Estadao @jairbolsonaro SÉRIO? pensava q teria elogios...,USERNAME USERNAME SÉRIO? pensava q teria elogios...,0
"Mas como #espiritosantocaos ?? A iluminação pública das ruas não resolveu a situação??? Soltar pombinhas tb não?? E agora, @psoloficial ??","Mas como #espiritosantocaos ?? A iluminação pública das ruas não resolveu a situação??? Soltar pombinhas tb não?? E agora, USERNAME ??",0
"@jungwheinn Mostre pras feministas como são tratadas as mulheres no Islã sob a Lei da Sharia 2
https://t.co/l0LAduFdXX",USERNAME Mostre pras feministas como são tratadas as mulheres no Islã sob a Lei da Sharia 2 https://t.co/l0LAduFdXX,1
isso é ser FEMINISTA...e não mulher  https://t.co/Zk4QZYiwOe,isso é ser FEMINISTA...e não mulher  https://t.co/Zk4QZYiwOe,1
Segundo psico-pedagogos isso começa por volta dos 3-4 anos logo estamos de acordo que antes disso é impróprio ou nã _ https://t.co/xGgT12qCcU,Segundo psico-pedagogos isso começa por volta dos 3-4 anos logo estamos de acordo que antes disso é impróprio ou nã _ https://t.co/xGgT12qCcU,0
"O PNR congratula-se com a redução da TSU ! Não colocamos os interesses do partido à frente dos interesses nacionais.
https://t.co/TLwpdj7yDy",O PNR congratula-se com a redução da TSU ! Não colocamos os interesses do partido à frente dos interesses nacionais. https://t.co/TLwpdj7yDy,0
"@dilmabr VC COMO MULHER PODE ESTAR ONDE QUISER! MAS COMO POLÍTICA, DEVERIA ESTAR PRESA, PRESTANDO SERVIÇO BRAÇAL de TANTO QUE É BURRA","USERNAME VC COMO MULHER PODE ESTAR ONDE QUISER! MAS COMO POLÍTICA, DEVERIA ESTAR PRESA, PRESTANDO SERVIÇO BRAÇAL de TANTO QUE É BURRA",1
RT @RicardoFerraco: O STF obrigar o povo a indenizar preso é o cúmulo! Peço seu apoio na minha proposta que direciona indenização do crimin _,RT USERNAME: O STF obrigar o povo a indenizar preso é o cúmulo! Peço seu apoio na minha proposta que direciona indenização do crimin _,1
"RT @BlogDoPim: Relembro meu texto sobre denúncia da ativista Ela, flagrada em ato petista, contra Bolsonaro por rebater xingamento. https:/ _","RT USERNAME: Relembro meu texto sobre denúncia da ativista Ela, flagrada em ato petista, contra Bolsonaro por rebater xingamento. https:/ _",0
@tathiane_viSccp essa mulher é burra demais ou se faz? pqp,USERNAME essa mulher é burra demais ou se faz? pqp,1
Vale a pena ler esse texto. Ronaldo Laranjeiras é show.... https://t.co/Xt7bs6Y5jA,Vale a pena ler esse texto. Ronaldo Laranjeiras é show.... https://t.co/Xt7bs6Y5jA,0
"Quanto amor meu deus  
09/03/17 10:12:01: Sapatao : Fala amor da minha vida. Meu coração fora do corpo",Quanto amor meu deus   09/03/17 10:12:01: Sapatao : Fala amor da minha vida. Meu coração fora do corpo,0
"'Provocador de extrema direita.'
Já defender socialismo em pleno século XXI é equilibro e sensatez, jamais extremi _ https://t.co/a1kOipHeRU","'Provocador de extrema direita.' Já defender socialismo em pleno século XXI é equilibro e sensatez, jamais extremi _ https://t.co/a1kOipHeRU",0
"'vc tá feia, gorda, ninguém vai gostar de vc assim' https://t.co/AepW67xnKF","'vc tá feia, gorda, ninguém vai gostar de vc assim' https://t.co/AepW67xnKF",1
"@gabrisinhas @LeoLimaDuarte poxa, cê tá com medo de ficar enrugada? tá com medo que o filho da empregada entre na tua sala da facul?","USERNAME USERNAME poxa, cê tá com medo de ficar enrugada? tá com medo que o filho da empregada entre na tua sala da facul?",1
"@HelderRocha16 @ChagaLuccas isso foi crime, pode-se dizer de homofobia e isso é um absurdo","USERNAME USERNAME isso foi crime, pode-se dizer de homofobia e isso é um absurdo",0
RT @TonhoDrinks: O GLOBO MENTE NUM NÍVEL ABSURDO! A UNIVERSIDADE NÃO CANCELOU NADA!  A ESQUERDA ATACOU AS PESSOAS!!  https://t.co/UwpiBzQ8yn,RT USERNAME: O GLOBO MENTE NUM NÍVEL ABSURDO! A UNIVERSIDADE NÃO CANCELOU NADA!  A ESQUERDA ATACOU AS PESSOAS!!  https://t.co/UwpiBzQ8yn,0
LUAN SANTANA É ELEITO O NOVO PAPA  #ParabensLuanSantana #HabemusPapam #ChupaBrasil,LUAN SANTANA É ELEITO O NOVO PAPA  #ParabensLuanSantana #HabemusPapam #ChupaBrasil,0
A internet é nossa! As Feministas/e cia infiltradas nos órgãos da Justiça buscam combater essa crescente por meio da censura via justiça.,A internet é nossa! As Feministas/e cia infiltradas nos órgãos da Justiça buscam combater essa crescente por meio da censura via justiça.,1
"Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão
#festivaldacanção","Portugueses, não se esqueçam de votar agora na música que nos vai envergonhar na Eurovisão #festivaldacanção",0
Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza,Uma candidatura realmente diferenciadora! https://t.co/GjHeWfygza,0
RT @Renato_SVP: @g1 Por que vcs não dizem aos leitores que a revista citada é ULTRAESQUERDISTA???,RT USERNAME: USERNAME Por que vcs não dizem aos leitores que a revista citada é ULTRAESQUERDISTA???,0
Será que em Angola já não há cena novas ??,Será que em Angola já não há cena novas ??,0
#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2,#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2,1
Ficar definindo significado em tatuagem é coisa de mulheres e tcholas,Ficar definindo significado em tatuagem é coisa de mulheres e tcholas,1
"a feminista pode até dar a alma dela no primeiro encontro, mas por favor  #usecamisinha , seja uma puta consciente!","a feminista pode até dar a alma dela no primeiro encontro, mas por favor  #usecamisinha , seja uma puta consciente!",1
"A outra lá fica de cara feia. Aí se abre toda com a droga do sertanejo. Mulher burra, viu? #bbb17","A outra lá fica de cara feia. Aí se abre toda com a droga do sertanejo. Mulher burra, viu? #bbb17",1
Eu com a mais linda no meu branço,Eu com a mais linda no meu branço,0
@mdaring Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de 'vitimismo' que dá no mesmo.,USERNAME Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de 'vitimismo' que dá no mesmo.,0
@RaabeBastos @OdeCarvalho @jairbolsonaro parabéns pela coragem! Abraços.,USERNAME USERNAME USERNAME parabéns pela coragem! Abraços.,0
pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha,pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha,1
"@PauloBotelho87 'Glorificar o sexo'?? Sua família se resume a sexo?? Se é tão trivial, faça sexo c sua mulher no meio da rua então! #idiota","USERNAME 'Glorificar o sexo'?? Sua família se resume a sexo?? Se é tão trivial, faça sexo c sua mulher no meio da rua então! #idiota",1
Angola é um drama e não uma comédia...,Angola é um drama e não uma comédia...,1
"@ptana_ @anajuliacostaf1 gorda feia 
xodade",USERNAME USERNAME gorda feia  xodade,1
vc é um negão de tirar o CHAPÉU,vc é um negão de tirar o CHAPÉU,0
@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,USERNAME USERNAME tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk,1
quando é que a dilma cai pra eu poder viajar pra miami de nv?,quando é que a dilma cai pra eu poder viajar pra miami de nv?,1
"Destruição na Suécia. 
Manda mais muçulmano pra lá.
Quando a coisa fugir do controle os suecos paumolengas vão reag _ https://t.co/Cg89atylBx",Destruição na Suécia.  Manda mais muçulmano pra lá. Quando a coisa fugir do controle os suecos paumolengas vão reag _ https://t.co/Cg89atylBx,1
A cada 'feliz dia da mulher menos pra feminista' eu vejo o quão burra é a sociedade,A cada 'feliz dia da mulher menos pra feminista' eu vejo o quão burra é a sociedade,1
RT @error4h: Olá eu sei que não te chamas Angola....mas podias ser minha ;),RT USERNAME: Olá eu sei que não te chamas Angola....mas podias ser minha ;),1
queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda,queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda,1
"Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _ https://t.co/7Au5aNJJ7o","Ontem, no intervalo para almoço de mais uma excelente reunião do Conselho Nacional. Ambiente de alegria e ânimo. _ https://t.co/7Au5aNJJ7o",0
@Bolsonaopressor vagabunda do bbb,USERNAME vagabunda do bbb,1
"claro que vc pode ir pro bm júnior sarra as 9nha ein filhao 
maria tá achando que vai aonde? sair depois da 7h?? quer ser estuprada na rua?",claro que vc pode ir pro bm júnior sarra as 9nha ein filhao  maria tá achando que vai aonde? sair depois da 7h?? quer ser estuprada na rua?,1
RT @naominfeliz: eu ainda não superei o clipe de baiana e esse casal sapatão afrocentrado  https://t.co/EROEk1lBZ6,RT USERNAME: eu ainda não superei o clipe de baiana e esse casal sapatão afrocentrado  https://t.co/EROEk1lBZ6,1
"No fim do texto a capa já colorida
Em branco dava para pintar https://t.co/Vzdlsd5gay",No fim do texto a capa já colorida Em branco dava para pintar https://t.co/Vzdlsd5gay,0
Já era pro ISIS. https://t.co/o54JD6vqmW,Já era pro ISIS. https://t.co/o54JD6vqmW,0
sera que o povo do meu serviço vai notar se eu levar um colchão amanha,sera que o povo do meu serviço vai notar se eu levar um colchão amanha,0
"lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia
'ele falou que sou burra'
'eu falei q ela é burra mesmo'",lembrei d quando meu pai chamou uma mulher d burra e ele foi parar na delegacia 'ele falou que sou burra' 'eu falei q ela é burra mesmo',1
"RT @NevesIgor: frases da direita 
absurdo! um judeu reagiu cuspindo no hitler! imaginem se fosse ao contrário?",RT USERNAME: frases da direita  absurdo! um judeu reagiu cuspindo no hitler! imaginem se fosse ao contrário?,0
@mismuscaria ele quis dizer que o negro construiu a faculdade.,USERNAME ele quis dizer que o negro construiu a faculdade.,0
"“Rapefugees”: já começa em Portugal _
https://t.co/2yUoW99sPV#Refugees #Refugiados #Portugal",“Rapefugees”: já começa em Portugal _ https://t.co/2yUoW99sPV#Refugees #Refugiados #Portugal,0
"@fcancio 
Tão 'tolerantes' o democratas, mas não sabem perder. Os hipócritas ressabiados vão esgotar o medicamento https://t.co/sEsLcWaILG","USERNAME  Tão 'tolerantes' o democratas, mas não sabem perder. Os hipócritas ressabiados vão esgotar o medicamento https://t.co/sEsLcWaILG",0
"'Cinquenta Tons Mais Escuros não é empoderador, é abuso' - Post recente do nosso blog > Leia em: _ https://t.co/aCYuT0DAU3","'Cinquenta Tons Mais Escuros não é empoderador, é abuso' - Post recente do nosso blog > Leia em: _ https://t.co/aCYuT0DAU3",0
RT @josesoubrasilia: HORA DE ACABAR COM OS CORRUPTOS  VAMOS OCUPAR O CONGRESSO A PM É POVO https://t.co/HZuJGKZCm0,RT USERNAME: HORA DE ACABAR COM OS CORRUPTOS  VAMOS OCUPAR O CONGRESSO A PM É POVO https://t.co/HZuJGKZCm0,0
"Mulher sofre na balada?
Se uma gorda feia quiser pegar o cara, ou ele pega e fica c/ fama de barangueiro ou não pega e fica c/ fama de viado","Mulher sofre na balada? Se uma gorda feia quiser pegar o cara, ou ele pega e fica c/ fama de barangueiro ou não pega e fica c/ fama de viado",0
"@matheusbrazmatt Por que eles não aceitam os 'refugiados? Por que eles que financiam os rebeldes, Obama e Irã: o Isis e El. Eles q ficam lá","USERNAME Por que eles não aceitam os 'refugiados? Por que eles que financiam os rebeldes, Obama e Irã: o Isis e El. Eles q ficam lá",1
"@lice_germano ué, mana, se tu tiver falando de mulher trans, saiba que elas são mulheres. Cuidado com a burra.","USERNAME ué, mana, se tu tiver falando de mulher trans, saiba que elas são mulheres. Cuidado com a burra.",1
"O @ibelongjb merece parabéns por dar uma @Desesquerdizada no @Justiceiro_Sujo do @tommoskyfalls
Da série ao vivo™_ https://t.co/py30uxfU7p",O USERNAME merece parabéns por dar uma USERNAME no USERNAME do USERNAME Da série ao vivo™_ https://t.co/py30uxfU7p,0
"Deveriam decaptar! Já qdo @LulapeloBrasil chama a militância sapatão de grelo duro, deveria ser beatificado. https://t.co/EJsaATZwus","Deveriam decaptar! Já qdo USERNAME chama a militância sapatão de grelo duro, deveria ser beatificado. https://t.co/EJsaATZwus",1
cancelaram o impeachment?? ISSO É GOLPE,cancelaram o impeachment?? ISSO É GOLPE,0
RT @AnneTogni: A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,RT USERNAME: A mulher é engenheira nuclear e consegue ser boa na cozinha puta merdaaaaa #MasterchefBR,1
Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,Acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,0
Tribunal Constitucional alerta para dificuldade em fiscalizar contas dos partidos nas Autárquicas. Os partidos agradecem.,Tribunal Constitucional alerta para dificuldade em fiscalizar contas dos partidos nas Autárquicas. Os partidos agradecem.,0
FHC amigo do Lula pra implantar comunismo no Brasil Foro de São Paulo pra virar Venezuela https://t.co/CuZJH50Gyq,FHC amigo do Lula pra implantar comunismo no Brasil Foro de São Paulo pra virar Venezuela https://t.co/CuZJH50Gyq,0
RT @benebarbosa_mvb: Mais de MIL assassinatos em menos de 65 dias! Desarmamento é um sucesso mesmo! https://t.co/VUFeCcktqo,RT USERNAME: Mais de MIL assassinatos em menos de 65 dias! Desarmamento é um sucesso mesmo! https://t.co/VUFeCcktqo,0
@canofdandelion vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).,USERNAME vc q é burra. Aqui eu só defendi esses direitos.(reconheco q mulher n eh igual homem).,1
"Tal de ''ROGELIO GARCIA'' fazendo campanha contra a indicação do Trump para Suprema Corte. 
Faz sentido... https://t.co/0WIvtaOxiK",Tal de ''ROGELIO GARCIA'' fazendo campanha contra a indicação do Trump para Suprema Corte.  Faz sentido... https://t.co/0WIvtaOxiK,0
"' Burra é a mulher que aceita ser Amante Pois valorizar um traidor , Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !","' Burra é a mulher que aceita ser Amante Pois valorizar um traidor , Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !",0
"@BrothersDireita Olha o cacetete russo . Muheres, não sejam usadas pelo feminismo. Somos contra a violencia (so pra _ https://t.co/XRmqNutpwF","USERNAME Olha o cacetete russo . Muheres, não sejam usadas pelo feminismo. Somos contra a violencia (so pra _ https://t.co/XRmqNutpwF",0
RT @77Rvre: homem feminista é igual branco de alma negra. NAO EXISTE !,RT USERNAME: homem feminista é igual branco de alma negra. NAO EXISTE !,1
"Não se preocupem, nos livrar dos limites estatais, o que trará competitividade, estará na fase 2 e 3 do plano de sa _ https://t.co/IG5kPwZqvV","Não se preocupem, nos livrar dos limites estatais, o que trará competitividade, estará na fase 2 e 3 do plano de sa _ https://t.co/IG5kPwZqvV",0
a solução para o racismo é PARAR DE FALAR SOBRE ELE foi o morgan freeman q disse,a solução para o racismo é PARAR DE FALAR SOBRE ELE foi o morgan freeman q disse,0
sapatão trovando igual homem https://t.co/dELjHkpPhx,sapatão trovando igual homem https://t.co/dELjHkpPhx,1
@ElaineRufo @draguz @sansquer @denisrmonteiro OPA puta desculpa burra pra passar a mão na cabeça de mulher errada,USERNAME USERNAME USERNAME USERNAME OPA puta desculpa burra pra passar a mão na cabeça de mulher errada,1
@ruben5018 @grilo_18 @francisco9dinis @EduAntonio18 os refugiados não têm fifa !! Nem aulas até às 17 e 30,USERNAME USERNAME USERNAME USERNAME os refugiados não têm fifa !! Nem aulas até às 17 e 30,1
